Filename,Material,Furnace,Standard,Thickness,Width,Length,Material_Code,Entry Time,Postal_Code,Batch,Delivery Time,Final Area,Final X,Final Y,Stacking Start Height,Stacking Height
steel_545,Q345R(R-HIC),VANO5B8,GB/T 1122-2021,8,3500,15000,F7,2023-01-03,500005,Q6,2023-10-01,3,0,0,336.0,344.0
steel_546,Q235D,CWGB0TK,GB/T 4040-2019,8,4700,7500,F2,2023-01-02,500005,Q6,2023-10-01,5,0,1,515.0,523.0
steel_547,Q345B,OLSFJE7,GB/T 2025-2015,10,3500,7500,F5,2023-01-03,500005,Q6,2023-10-01,2,0,0,309.0,319.0
steel_548,Q345C,0QN1TJ2,GB/T 5050-2018,10,3500,13000,F1,2023-01-03,500005,Q6,2023-10-01,1,1,0,186.0,196.0
steel_549,Q235D,I6ER7SC,GB/T 4040-2019,8,2700,7500,F3,2023-01-01,500005,Q6,2023-10-01,2,1,0,234.0,242.0
steel_550,Q245A,Q0CYXUI,GB/T 1122-2021,25,2500,7500,F1,2023-01-03,500005,Q6,2023-10-01,5,0,1,523.0,548.0
steel_551,Q345B,87STL9J,GB/T 5050-2018,8,4700,17000,F5,2023-01-02,500005,Q6,2023-10-01,0,2,0,173.0,181.0
steel_552,Q345R(R-HIC),Y2387UN,GB/T 3050-2020,18,2700,5000,F8,2023-01-01,500005,Q6,2023-10-01,4,1,1,379.0,397.0
steel_553,Q235C,UY71YNR,GB/T 2025-2015,21,2700,5000,F8,2023-01-02,500005,Q6,2023-10-01,0,0,0,248.0,269.0
steel_554,Q345B,O6P1SOD,GB/T 1122-2021,16,2700,15000,F3,2023-01-01,500005,Q6,2023-10-01,5,0,1,548.0,564.0
steel_555,Q245A,H3QO1NG,GB/T 4040-2019,15,3500,7500,F4,2023-01-01,500005,Q6,2023-10-01,1,0,2,182.0,197.0
steel_556,Q235C,JGW5Z76,GB/T 1122-2021,20,2700,17000,F8,2023-01-02,500005,Q6,2023-10-01,0,1,0,217.0,237.0
steel_557,Q345R(R-HIC),6UHG5WG,GB/T 4040-2019,10,4700,7500,F2,2023-01-03,500005,Q6,2023-10-01,0,1,1,200.0,210.0
steel_558,Q235C,O6P1SOD,GB/T 1122-2021,15,2700,7500,F8,2023-01-03,500005,Q6,2023-10-01,4,0,1,340.0,355.0
steel_559,Q245A,KRVFHUF,GB/T 5050-2018,21,2700,7500,F8,2023-01-01,500005,Q6,2023-10-01,3,1,0,417.0,438.0
steel_560,Q245A,D4YLR31,GB/T 3050-2020,8,2700,11500,F4,2023-01-02,500005,Q6,2023-10-01,0,2,1,131.0,139.0
steel_561,Q345B,9KO3JBE,GB/T 4040-2019,10,2500,5000,F3,2023-01-03,500005,Q6,2023-10-01,4,0,0,437.0,447.0
steel_562,Q235B,LJ8ZEUF,GB/T 2025-2015,25,2700,11500,F7,2023-01-02,500005,Q6,2023-10-01,0,0,1,129.0,154.0
steel_563,Q235C,V9JRFBM,GB/T 1122-2021,15,3500,7500,F3,2023-01-01,500005,Q6,2023-10-01,1,0,2,197.0,212.0
steel_564,Q235B,Z2JJXFC,GB/T 2025-2015,8,2500,11500,F5,2023-01-01,500005,Q6,2023-10-01,2,2,1,238.0,246.0
steel_565,Q345B,979YRZV,GB/T 2025-2015,18,2500,11500,F3,2023-01-02,500005,Q6,2023-10-01,1,1,1,118.0,136.0
steel_566,Q345B,FJO3YY7,GB/T 1122-2021,25,4700,7500,F6,2023-01-03,500005,Q6,2023-10-01,3,0,1,342.0,367.0
steel_567,Q235D,1VQRKL1,GB/T 5050-2018,21,2700,7500,F4,2023-01-02,500005,Q6,2023-10-01,5,1,0,355.0,376.0
steel_568,Q345R(R-HIC),FJO3YY7,GB/T 5050-2018,15,4700,7500,F1,2023-01-02,500005,Q6,2023-10-01,0,2,1,139.0,154.0
steel_569,Q345R(R-HIC),MFVA0DI,GB/T 5050-2018,15,2700,11500,F7,2023-01-03,500005,Q6,2023-10-01,0,0,0,269.0,284.0
steel_570,Q245R(R-HIC),KBCEYCI,GB/T 1122-2021,16,2700,7500,F5,2023-01-02,500005,Q6,2023-10-01,0,0,1,154.0,170.0
steel_571,Q345C,S72FQGP,GB/T 5050-2018,10,4700,7500,F6,2023-01-03,500005,Q6,2023-10-01,2,0,0,319.0,329.0
steel_572,Q345B,3W69200,GB/T 3050-2020,25,2500,7500,F8,2023-01-01,500005,Q6,2023-10-01,3,1,1,275.0,300.0
steel_573,Q245R(R-HIC),J7251CH,GB/T 6060-2017,20,4700,11500,F7,2023-01-03,500005,Q6,2023-10-01,1,1,1,136.0,156.0
steel_574,Q235B,RA3VNVC,GB/T 6060-2017,21,4700,13000,F1,2023-01-03,500005,Q6,2023-10-01,3,0,1,367.0,388.0
steel_575,Q245R(R-HIC),MZOA1RK,GB/T 5050-2018,20,4700,11500,F7,2023-01-02,500005,Q6,2023-10-01,2,2,0,292.0,312.0
steel_576,Q245A,VPTJZUD,GB/T 2025-2015,10,2700,7500,F2,2023-01-03,500005,Q6,2023-10-01,0,2,1,154.0,164.0
steel_577,Q235D,P2ML9R2,GB/T 3050-2020,8,3500,7500,F8,2023-01-02,500005,Q6,2023-10-01,5,0,0,265.0,273.0
steel_578,Q245A,ROGBOID,GB/T 6060-2017,8,2700,5000,F5,2023-01-03,500005,Q6,2023-10-01,1,0,1,253.0,261.0
steel_579,Q235D,YQF68EE,GB/T 6060-2017,18,4700,7500,F8,2023-01-03,500005,Q6,2023-10-01,4,1,0,280.0,298.0
steel_580,Q345B,CQU1C4C,GB/T 1122-2021,25,3500,7500,F3,2023-01-02,500005,Q6,2023-10-01,2,1,1,167.0,192.0
steel_581,Q245R(R-HIC),0R5F5QR,GB/T 6060-2017,8,4700,5000,F5,2023-01-01,500005,Q6,2023-10-01,3,0,0,344.0,352.0
steel_582,Q235C,I0KAMWH,GB/T 5050-2018,10,2700,5000,F4,2023-01-03,500005,Q6,2023-10-01,0,1,2,169.0,179.0
steel_583,Q345R(R-HIC),1KVERUC,GB/T 3050-2020,25,4700,5000,F5,2023-01-03,500005,Q6,2023-10-01,5,1,0,376.0,401.0
steel_584,Q235C,PWR6GA7,GB/T 2025-2015,21,2700,7500,F6,2023-01-02,500005,Q6,2023-10-01,3,1,1,300.0,321.0
steel_585,Q345R(R-HIC),87X4DD2,GB/T 2025-2015,8,2700,7500,F3,2023-01-03,500005,Q6,2023-10-01,2,1,0,242.0,250.0
steel_586,Q345R(R-HIC),J7251CH,GB/T 6060-2017,15,2700,7500,F1,2023-01-01,500005,Q6,2023-10-01,5,0,1,564.0,579.0
steel_587,Q235D,3XRVAD6,GB/T 3050-2020,10,3500,7500,F2,2023-01-02,500005,Q6,2023-10-01,3,1,0,438.0,448.0
steel_588,Q345C,I6ER7SC,GB/T 6060-2017,25,2500,7500,F8,2023-01-02,500005,Q6,2023-10-01,3,1,1,321.0,346.0
steel_589,Q235B,RA3VNVC,GB/T 3050-2020,25,3500,13000,F6,2023-01-02,500005,Q6,2023-10-01,2,0,0,329.0,354.0
steel_590,Q345C,KHE3W7A,GB/T 6060-2017,21,3500,11500,F5,2023-01-03,500005,Q6,2023-10-01,1,1,2,166.0,187.0
steel_591,Q245R(R-HIC),0P48PTI,GB/T 2025-2015,8,2700,11500,F7,2023-01-03,500005,Q6,2023-10-01,3,1,0,448.0,456.0
steel_592,Q235D,OLSFJE7,GB/T 4040-2019,25,4700,7500,F7,2023-01-02,500005,Q6,2023-10-01,1,2,1,264.0,289.0
steel_593,Q245R(R-HIC),VOV2BEQ,GB/T 1122-2021,18,4700,7500,F7,2023-01-03,500005,Q6,2023-10-01,2,2,0,312.0,330.0
steel_594,Q235D,S72FQGP,GB/T 3050-2020,21,2500,7500,F3,2023-01-02,500005,Q6,2023-10-01,4,0,1,355.0,376.0
steel_595,Q235D,979YRZV,GB/T 6060-2017,18,2500,7500,F3,2023-01-03,500005,Q6,2023-10-01,0,0,2,221.0,239.0
steel_596,Q345C,7IX24X6,GB/T 5050-2018,8,3500,11500,F8,2023-01-02,500005,Q6,2023-10-01,5,1,1,488.0,496.0
steel_597,Q235D,Y2387UN,GB/T 3050-2020,21,2500,7500,F5,2023-01-01,500005,Q6,2023-10-01,4,0,0,447.0,468.0
steel_598,Q345R(R-HIC),VEC3GU5,GB/T 5050-2018,21,3500,7500,F3,2023-01-01,500005,Q6,2023-10-01,1,1,2,187.0,208.0
steel_599,Q245A,ZE9E4AH,GB/T 5050-2018,16,2700,7500,F6,2023-01-02,500005,Q6,2023-10-01,3,1,0,456.0,472.0
steel_600,Q245R(R-HIC),QRL62Q2,GB/T 1122-2021,10,2500,5000,F4,2023-01-02,500005,Q6,2023-10-01,2,2,1,246.0,256.0
